date,taiex,maint_130,maint_140,maint_150,maint_160,ma20_pct,ma60_pct,total_margin_ratio,twse_margin_ratio,tpex_margin_ratio
2025-09-01,24071.73,3,8,28,232,43.1,49.0,186.3,188.2,219.5
2025-09-02,24016.78,3,8,30,276,41.0,47.5,185.0,186.8,219.2
2025-09-03,24100.3,3,7,29,239,45.8,49.9,187.4,189.3,222.6
2025-09-04,24179.85,2,7,27,190,54.7,54.9,185.6,187.4,219.0
2025-09-05,24494.58,1,6,21,174,55.5,55.8,188.7,190.6,224.9
2025-09-08,24547.38,1,4,18,164,56.3,56.8,189.9,191.8,227.0
2025-09-09,24855.18,1,3,18,188,53.4,54.6,190.1,192.0,227.3
2025-09-10,25192.59,1,2,18,182,50.7,54.6,191.6,193.5,228.7
2025-09-11,25215.71,1,3,35,369,37.6,47.7,188.6,190.4,224.6
2025-09-12,25474.64,1,6,28,296,42.1,51.4,188.2,190.1,224.0
2025-09-15,25357.16,1,6,36,362,36.5,49.0,186.2,188.1,220.3
2025-09-16,25629.64,1,3,25,289,40.8,50.7,188.0,189.9,222.8
2025-09-17,25438.25,0,2,26,291,38.8,49.8,187.1,188.9,221.9
2025-09-18,25769.36,0,2,18,220,44.6,53.0,190.1,192.0,228.3
2025-09-19,25578.37,0,2,18,239,44.4,53.8,190.4,192.3,229.4
2025-09-22,25880.6,1,1,15,201,44.3,53.8,192.6,194.5,234.6
2025-09-23,26247.37,1,1,18,225,41.0,52.2,191.1,193.0,230.3
2025-09-24,26196.73,1,1,18,216,40.8,51.9,189.0,190.9,226.6
2025-09-25,26023.85,0,2,23,215,43.8,53.0,187.3,189.2,224.1
2025-09-26,25580.32,0,2,44,420,29.9,44.3,182.2,184.0,216.6
2025-09-30,25820.54,1,4,27,275,40.2,49.4,185.8,187.6,218.9
