date,taiex,maint_130,maint_140,maint_150,maint_160,ma20_pct,ma60_pct,total_margin_ratio,twse_margin_ratio,tpex_margin_ratio
2025-08-01,23434.38,1,4,17,172,47.0,36.1,179.4,181.2,200.8
2025-08-04,23378.94,0,3,15,141,54.6,40.1,178.2,179.9,199.6
2025-08-05,23660.59,0,4,14,112,61.0,44.7,179.4,181.2,199.9
2025-08-06,23447.36,0,3,17,136,59.7,44.0,179.1,180.9,200.7
2025-08-07,24003.77,1,3,19,142,57.9,44.1,180.9,182.7,203.1
2025-08-08,24021.26,1,3,19,170,55.1,44.1,181.8,183.7,203.4
2025-08-11,24135.5,1,5,22,229,50.2,43.2,182.3,184.1,202.0
2025-08-12,24158.36,1,2,27,220,53.1,45.8,182.8,184.6,202.7
2025-08-13,24370.02,1,3,25,224,52.7,46.8,183.4,185.2,206.2
2025-08-14,24238.1,1,2,29,184,56.8,48.8,184.2,186.1,210.7
2025-08-15,24334.48,1,4,30,197,57.5,49.1,185.4,187.3,211.9
2025-08-18,24482.52,1,4,35,193,58.9,51.0,188.7,190.6,218.4
2025-08-19,24353.5,1,5,35,211,54.7,49.5,185.5,187.4,215.3
2025-08-20,23625.44,2,6,44,314,43.4,44.7,179.7,181.5,210.0
2025-08-21,23962.13,1,4,23,211,52.1,48.6,183.1,184.9,214.0
2025-08-22,23764.47,0,5,22,242,48.5,47.8,181.2,183.0,210.1
2025-08-25,24277.38,1,5,18,170,54.6,49.7,187.1,189.0,216.1
2025-08-26,24305.1,1,6,17,183,53.8,49.7,188.3,190.2,218.8
2025-08-27,24519.9,1,3,12,134,57.8,52.1,190.8,192.7,222.8
2025-08-28,24236.45,3,5,14,119,57.0,53.2,190.0,191.9,221.9
2025-08-29,24233.1,3,6,17,143,54.7,53.5,191.5,193.5,225.0
